OR	Ordinarium Divini Officii ad Matutinum	Ordinarium	Ordinarium	1			
H1F1	In Festo Sanctissimæ Trinitatis	Proprium de Tempore	In Festo Sanctissimæ Trinitatis	2	Dominica I post Pentecosten	Duplex I. classis	I. classis
H1F2	Feria II	Proprium de Tempore	Hebdomada I post Pentecosten	3		Feria	IV. classis
H1F3	Feria III	Proprium de Tempore	Hebdomada I post Pentecosten	3		Feria	IV. classis
H1F4	Feria IV	Proprium de Tempore	Hebdomada I post Pentecosten	3		Feria	IV. classis
H1F5	In Festo Sanctissimi Corporis Christi	Proprium de Tempore	In Festo Sanctissimi Corporis Christi	2	Feria V post Octavam Pentecosten	Duplex I. classis	I. classis
H1F6	Feria VI	Proprium de Tempore	Hebdomada I post Pentecosten	3		(Omittitur)	IV. classis
H1F7	Sabbato	Proprium de Tempore	Hebdomada I post Pentecosten	3		(Omittitur)	IV. classis
H2F1	Dominica II post Pentecosten	Proprium de Tempore	Hebdomada II post Pentecosten	2		(Omittitur)	II. classis
H2F6	In Festo Sacratissimi Cordis Jesu	Proprium de Tempore	In Festo Sacratissimi Cordis Jesu	2	Feria VI post Octavam Ss. Corporis Christi	Duplex I. classis	I. classis
H3F7	Sabbato post Octavam Ss. Cordis Jesu	Proprium de Tempore	Hebdomada III post Pentecosten	3		Feria	IV. classis
H4F1	Dominica IV post Pentecosten	Proprium de Tempore	Post Pentecosten usque ad mensem Julii	2		Semiduplex	II. classis
H4F2	Feria II	Proprium de Tempore	Post Pentecosten usque ad mensem Julii	3		Feria	IV. classis
H4F3	Feria III	Proprium de Tempore	Post Pentecosten usque ad mensem Julii	3		Feria	IV. classis
H4F4	Feria IV	Proprium de Tempore	Post Pentecosten usque ad mensem Julii	3		Feria	IV. classis
H4F5	Feria V	Proprium de Tempore	Post Pentecosten usque ad mensem Julii	3		Feria	IV. classis
H4F6	Feria VI	Proprium de Tempore	Post Pentecosten usque ad mensem Julii	3		Feria	IV. classis
H4F7	Sabbato	Proprium de Tempore	Post Pentecosten usque ad mensem Julii	3		Feria	IV. classis
08H1F1	Dominicæ mensis Augusti	Proprium de Tempore	Dominicæ mensis Augusti	2		Semiduplicia	II. classis
08H1F2	Feria II	Proprium de Tempore	Mensis Augusti	3		Feria	IV. classis
08H1F3	Feria III	Proprium de Tempore	Mensis Augusti	3		Feria	IV. classis
08H1F4	Feria IV	Proprium de Tempore	Mensis Augusti	3		Feria	IV. classis
08H1F5	Feria V	Proprium de Tempore	Mensis Augusti	3		Feria	IV. classis
